FIPS,state,percapita,population,total_liabilities,revenue,lib_rev_ratio,name,state_abv
47131,Tennessee,76.02,30639,2329110,22149234,10.52,Obion County,TN
47133,Tennessee,894.66,22129,19797858,16736548,118.29,Overton County,TN
47135,Tennessee,63.47,7929,503262,11072671,4.55,Perry County,TN
47137,Tennessee,1092.19,5146,5620385,7437241,75.57,Pickett County,TN
47139,Tennessee,606.48,16773,10172550,15869628,64.1,Polk County,TN
47141,Tennessee,1738.22,74553,129589503,76666290,169.03,Putnam County,TN
47143,Tennessee,1508.49,32526,49064991,23470138,209.05,Rhea County,TN
47145,Tennessee,828.7,52753,43716530,38334604,114.04,Roane County,TN
47147,Tennessee,1940.48,68570,133058609,66192439,201.02,Robertson County,TN
47149,Tennessee,1840.27,298612,549527235,274801467,199.97,Rutherford County,TN
47151,Tennessee,1220.62,21950,26792565,17756238,150.89,Scott County,TN
47153,Tennessee,248.41,14811,3679193,10175718,36.16,Sequatchie County,TN
47155,Tennessee,1381.69,95946,132567941,91105809,145.51,Sevier County,TN
47157,Tennessee,1967.34,938069,1845498562,1216535173,151.7,Shelby County,TN
47159,Tennessee,1827.14,19295,35254628,21536119,163.7,Smith County,TN
47161,Tennessee,1688.91,13259,22393254,16751076,133.68,Stewart County,TN
47163,Tennessee,1326.86,156791,208039290,93650839,222.14,Sullivan County,TN
47165,Tennessee,1409.54,175989,248064017,121699561,203.83,Sumner County,TN
47167,Tennessee,28.78,61870,1780926,32831485,5.42,Tipton County,TN
47169,Tennessee,null,null,0,0,null,Trousdale County,TN
47171,Tennessee,1260.42,17860,22511175,13873948,162.26,Unicoi County,TN
47173,Tennessee,362.25,19119,6925925,15566744,44.49,Union County,TN
47175,Tennessee,1632.28,5677,9266445,8158509,113.58,Van Buren County,TN
47177,Tennessee,1013.05,40435,40962785,29729801,137.78,Warren County,TN
47179,Tennessee,1390.52,126302,175625128,73386820,239.31,Washington County,TN
47181,Tennessee,1186.73,16748,19875417,15555152,127.77,Wayne County,TN
47183,Tennessee,895.51,33960,30411390,66838984,45.5,Weakley County,TN
47185,Tennessee,1003.78,26521,26621335,22796986,116.78,White County,TN
47187,Tennessee,4278.4,211672,905617619,318438012,284.39,Williamson County,TN
47189,Tennessee,4209.29,128911,542624149,128831948,421.19,Wilson County,TN
48001,Texas,657.2,57580,37841367,25674309,147.39,Anderson County,TX
48003,Texas,1681.84,18105,30449689,33862728,89.92,Andrews County,TX
48005,Texas,237.34,88255,20946706,57222809,36.61,Angelina County,TX
48007,Texas,804.65,25350,20397952,32486824,62.79,Aransas County,TX
48009,Texas,497.28,8715,4333759,7251019,59.77,Archer County,TX
48011,Texas,0,1947,0,0,null,Armstrong County,TX
48013,Texas,540.7,48435,26188634,44682366,58.61,Atascosa County,TX
48015,Texas,0,29563,0,0,null,Austin County,TX
48017,Texas,370.78,7210,2673338,6691817,39.95,Bailey County,TX
48019,Texas,648.65,21269,13796104,21878434,63.06,Bandera County,TX
48021,Texas,1074.22,80527,86503467,70636969,122.46,Bastrop County,TX
48023,Texas,0,3618,0,0,null,Baylor County,TX
48025,Texas,926.82,32874,30468120,20291810,150.15,Bee County,TX
48027,Texas,446.29,334941,149480832,149599548,99.92,Bell County,TX
48029,Texas,1595.07,1897753,3027051150,869968776,347.95,Bexar County,TX
48031,Texas,0,11004,0,0,null,Blanco County,TX
48033,Texas,0,648,0,0,null,Borden County,TX
48035,Texas,0,17891,0,0,null,Bosque County,TX
48037,Texas,382.55,93389,35725560,44890737,79.58,Bowie County,TX
48039,Texas,519.13,346312,179779336,240098384,74.88,Brazoria County,TX
48041,Texas,840.23,215037,180680274,180576104,100.06,Brazos County,TX
48043,Texas,0,9145,0,0,null,Brewster County,TX
48045,Texas,0,1505,0,0,null,Briscoe County,TX
48047,Texas,0,7230,0,0,null,Brooks County,TX
48049,Texas,194.67,37896,7377149,22545400,32.72,Brown County,TX
48051,Texas,0,17460,0,0,null,Burleson County,TX
48053,Texas,811.2,45463,36879766,40435977,91.21,Burnet County,TX
48055,Texas,591,40522,23948456,29201539,82.01,Caldwell County,TX
48057,Texas,425.73,21895,9321396,32860415,28.37,Calhoun County,TX
48059,Texas,0,13557,0,0,null,Callahan County,TX
48061,Texas,604.05,422156,255004610,185476823,137.49,Cameron County,TX
48063,Texas,0,12682,0,0,null,Camp County,TX
48065,Texas,0,5969,0,0,null,Carson County,TX
48067,Texas,212.92,30313,6454216,13622255,47.38,Cass County,TX
48069,Texas,822.43,7656,6296560,5971270,105.45,Castro County,TX
48071,Texas,1842.56,38863,71607382,102069055,70.16,Chambers County,TX
48073,Texas,0,51542,0,0,null,Cherokee County,TX
48075,Texas,844.76,7088,5987658,6026876,99.35,Childress County,TX
48077,Texas,0,10360,0,0,null,Clay County,TX
48079,Texas,0,2953,0,0,null,Cochran County,TX
48081,Texas,0.31,3238,1003,2999484,0.03,Coke County,TX
48083,Texas,0,8338,0,0,null,Coleman County,TX
48085,Texas,728.03,914127,665516189,451872776,147.28,Collin County,TX
48087,Texas,0,3044,0,0,null,Collingsworth County,TX
48089,Texas,477.69,20870,9969374,21870618,45.58,Colorado County,TX
48091,Texas,1551.12,129048,200169149,111662766,179.26,Comal County,TX
48093,Texas,0,13430,0,11416155,0,Comanche County,TX
48095,Texas,0,4081,0,0,null,Concho County,TX
48097,Texas,184.28,39229,7229207,30071227,24.04,Cooke County,TX
48099,Texas,0,75503,0,0,null,Coryell County,TX
48101,Texas,0,1426,0,0,null,Cottle County,TX
48103,Texas,0,5048,0,11770843,0,Crane County,TX
48105,Texas,0,3710,0,0,null,Crockett County,TX
48107,Texas,0,5977,0,0,null,Crosby County,TX
48109,Texas,0,2236,0,0,null,Culberson County,TX
48111,Texas,0,7121,0,0,null,Dallam County,TX
48113,Texas,369.26,2553385,942867000,1062432000,88.75,Dallas County,TX
48115,Texas,133.88,13520,1810015,11824967,15.31,Dawson County,TX
48117,Texas,87.51,18952,1658505,14115401,11.75,Deaf Smith County,TX
48119,Texas,0,5217,0,0,null,Delta County,TX
48121,Texas,0,780612,0,0,null,Denton County,TX
48123,Texas,0,20797,0,0,null,DeWitt County,TX
48125,Texas,0,2206,0,0,null,Dickens County,TX
48127,Texas,607.98,10980,6675599,32405041,20.6,Dimmit County,TX
48129,Texas,0,3499,0,0,null,Donley County,TX
48131,Texas,220.45,11388,2510498,11447684,21.93,Duval County,TX
48133,Texas,190.58,18171,3462951,12396161,27.94,Eastland County,TX
48135,Texas,0,159436,0,0,null,Ector County,TX
48137,Texas,0,1894,0,0,null,Edwards County,TX
48139,Texas,461.79,163632,75563471,77400179,97.63,Ellis County,TX
48141,Texas,505.28,835593,422205749,382317073,110.43,El Paso County,TX
48143,Texas,0,41122,0,0,null,Erath County,TX
48145,Texas,0,17142,0,13317914,0,Falls County,TX
48147,Texas,864.99,33693,29143988,28409131,102.59,Fannin County,TX
48149,Texas,345.94,25110,8686674,16779010,51.77,Fayette County,TX
48151,Texas,0,3827,0,0,null,Fisher County,TX
48153,Texas,0,5901,0,0,null,Floyd County,TX
48155,Texas,0,1220,0,0,null,Foard County,TX
48157,Texas,2024.1,716087,1449434641,759862848,190.75,Fort Bend County,TX
48159,Texas,148.62,10651,1582955,9792281,16.17,Franklin County,TX
48161,Texas,401.65,19691,7908912,13435337,58.87,Freestone County,TX
48163,Texas,100.46,18793,1887966,16884256,11.18,Frio County,TX
48165,Texas,9.97,20051,199915,24023699,0.83,Gaines County,TX
48167,Texas,1754.76,322225,565428917,215991044,261.78,Galveston County,TX
48169,Texas,0,6415,0,0,null,Garza County,TX
48171,Texas,594.04,25963,15423120,27856409,55.37,Gillespie County,TX
48173,Texas,0,1315,0,0,null,Glasscock County,TX
48175,Texas,0,7531,0,0,null,Goliad County,TX
48177,Texas,397.31,20573,8173899,19991718,40.89,Gonzales County,TX
48179,Texas,0,23210,0,0,null,Gray County,TX
48181,Texas,516.82,125467,64844349,62643272,103.51,Grayson County,TX
48183,Texas,76.41,124108,9482812,56629693,16.75,Gregg County,TX
48185,Texas,239.65,27512,6593357,24819108,26.57,Grimes County,TX
48187,Texas,0,151249,0,0,null,Guadalupe County,TX
48189,Texas,186.46,34360,6406647,18145280,35.31,Hale County,TX
48191,Texas,0,3138,0,0,null,Hall County,TX
48193,Texas,0,8159,0,0,null,Hamilton County,TX
48195,Texas,0,5610,0,0,null,Hansford County,TX
48197,Texas,820.27,3840,3149842,4871752,64.66,Hardeman County,TX
48199,Texas,0,55865,0,0,null,Hardin County,TX
48201,Texas,1971.59,4538028,8947139580,4137326161,216.25,Harris County,TX
48203,Texas,333.62,66746,22267467,32308034,68.92,Harrison County,TX
48205,Texas,88.69,6193,549253,5341678,10.28,Hartley County,TX
48207,Texas,0,5737,0,0,null,Haskell County,TX
48209,Texas,3300.29,194739,642695494,202552256,317.3,Hays County,TX
48211,Texas,0,4264,0,0,null,Hemphill County,TX
48213,Texas,146.52,79545,11655251,42309174,27.55,Henderson County,TX
48215,Texas,0,842304,0,0,null,Hidalgo County,TX
48217,Texas,307.04,34855,10701786,27452077,38.98,Hill County,TX
48219,Texas,0,23433,0,0,null,Hockley County,TX
48221,Texas,426.19,55423,23620726,41281142,57.22,Hood County,TX
48223,Texas,672.53,36223,24361103,23591169,103.26,Hopkins County,TX
48225,Texas,636.18,22785,14495255,14922261,97.14,Houston County,TX
48227,Texas,583.56,37206,21711933,25111263,86.46,Howard County,TX
48229,Texas,0,3379,0,0,null,Hudspeth County,TX
48231,Texas,304.55,89844,27362327,50033098,54.69,Hunt County,TX
48233,Texas,57.38,21734,1247022,16282446,7.66,Hutchinson County,TX
48235,Texas,365.23,1554,567571,10567421,5.37,Irion County,TX
48237,Texas,0,8878,0,0,null,Jack County,TX
48239,Texas,229.91,14816,3406402,16000117,21.29,Jackson County,TX
48241,Texas,294.69,35506,10463388,22237675,47.05,Jasper County,TX
48243,Texas,0,2156,0,0,null,Jeff Davis County,TX
48245,Texas,1504.36,254308,382571796,175068215,218.53,Jefferson County,TX
48247,Texas,391.77,5200,2037211,8092232,25.17,Jim Hogg County,TX
48249,Texas,133.72,41382,5533560,25789289,21.46,Jim Wells County,TX
48251,Texas,240.51,159990,38479107,89900816,42.8,Johnson County,TX
48253,Texas,376.66,19970,7521988,8931106,84.22,Jones County,TX
48255,Texas,252.53,14975,3781607,34342052,11.01,Karnes County,TX
48257,Texas,1355.43,114690,155454241,80096737,194.08,Kaufman County,TX
48259,Texas,703.9,40384,28426265,39113676,72.68,Kendall County,TX
48261,Texas,0,407,0,0,null,Kenedy County,TX
48263,Texas,0,764,0,0,null,Kent County,TX
48265,Texas,1376.92,50955,70161047,40400400,173.66,Kerr County,TX
48267,Texas,0,4388,0,0,null,Kimble County,TX
48269,Texas,0,282,0,0,null,King County,TX
48271,Texas,51.83,3549,183936,6666874,2.76,Kinney County,TX
48273,Texas,448.57,31857,14290003,26809199,53.3,Kleberg County,TX
48275,Texas,0,3860,0,0,null,Knox County,TX
48277,Texas,248.14,49440,12267809,23194201,52.89,Lamar County,TX
48279,Texas,0,13385,0,0,null,Lamb County,TX
48281,Texas,0,20588,0,0,null,Lampasas County,TX
48283,Texas,0,7631,0,0,null,La Salle County,TX
48285,Texas,317.97,19836,6307193,20200741,31.22,Lavaca County,TX
48287,Texas,835.77,16898,14122825,17530986,80.56,Lee County,TX
48289,Texas,139.26,17086,2379421,13560589,17.55,Leon County,TX
48291,Texas,1131.97,79654,90166128,60837898,148.21,Liberty County,TX
48293,Texas,0,23320,0,0,null,Limestone County,TX
48295,Texas,0,3569,0,0,null,Lipscomb County,TX
48297,Texas,0,12229,0,0,null,Live Oak County,TX
48299,Texas,290.92,19796,5758955,18108213,31.8,Llano County,TX
48301,Texas,0,112,0,0,null,Loving County,TX
48303,Texas,349.88,299453,104771149,142925616,73.3,Lubbock County,TX
48305,Texas,0,5724,0,0,null,Lynn County,TX
48307,Texas,0,8341,0,0,null,McCulloch County,TX
48309,Texas,0,245671,0,0,null,McLennan County,TX
48311,Texas,0,820,0,0,null,McMullen County,TX
48313,Texas,268.55,14065,3777167,10498569,35.98,Madison County,TX
48315,Texas,194.96,10160,1980802,9043593,21.9,Marion County,TX
48317,Texas,0,5641,0,0,null,Martin County,TX
48319,Texas,0,4032,0,0,null,Mason County,TX
48321,Texas,1039.65,36770,38228024,35872026,106.57,Matagorda County,TX
48323,Texas,639.41,57706,36897870,34200579,107.89,Maverick County,TX
48325,Texas,751.93,48417,36406089,31599476,115.21,Medina County,TX
48327,Texas,584.37,2164,1264578,0,null,Menard County,TX
48329,Texas,1164.51,161077,187575846,122663788,152.92,Midland County,TX
48331,Texas,289.44,24513,7095115,19882602,35.69,Milam County,TX
48333,Texas,1483.48,4900,7269035,5608536,129.61,Mills County,TX
48335,Texas,607.21,9067,5505576,7512780,73.28,Mitchell County,TX
48337,Texas,91.56,19262,1763558,15399103,11.45,Montague County,TX
48339,Texas,2069.68,537559,1112577123,556157482,200.05,Montgomery County,TX
48341,Texas,0,22255,0,0,null,Moore County,TX
48343,Texas,0,12516,0,0,null,Morris County,TX
48345,Texas,0,1148,0,0,null,Motley County,TX
48347,Texas,150.84,65664,9904623,27283645,36.3,Nacogdoches County,TX
48349,Texas,284.01,48323,13724440,38561520,35.59,Navarro County,TX
48351,Texas,869.78,13986,12164787,25558622,47.6,Newton County,TX
48353,Texas,882.05,15107,13325157,14471419,92.08,Nolan County,TX
48355,Texas,618.73,359715,222567723,196158041,113.46,Nueces County,TX
48357,Texas,712.03,10747,7652238,10074496,75.96,Ochiltree County,TX
48359,Texas,0,2069,0,0,null,Oldham County,TX
48361,Texas,1387.31,84260,116894760,51445532,227.22,Orange County,TX
48363,Texas,336.94,27895,9398923,19151184,49.08,Palo Pinto County,TX
48365,Texas,416.45,23766,9897385,27782695,35.62,Panola County,TX
48367,Texas,1463.4,126042,184449728,81289555,226.9,Parker County,TX
48369,Texas,0,9749,0,0,null,Parmer County,TX
48371,Texas,0,16203,0,0,null,Pecos County,TX
48373,Texas,838.43,46972,39382865,38285258,102.87,Polk County,TX
48375,Texas,837.44,121802,102002003,74626865,136.68,Potter County,TX
48377,Texas,0,6876,0,0,null,Presidio County,TX
48379,Texas,0,11161,0,0,null,Rains County,TX
48381,Texas,440.42,130269,57373308,69103753,83.02,Randall County,TX
48383,Texas,0.74,3792,2807,17279368,0.02,Reagan County,TX
48385,Texas,1393.34,3307,4607791,3984615,115.64,Real County,TX
48387,Texas,0,12455,0,0,null,Red River County,TX
48389,Texas,0,14732,0,0,null,Reeves County,TX
48391,Texas,275.23,7289,2006122,14760685,13.59,Refugio County,TX
48393,Texas,0,916,0,0,null,Roberts County,TX
48395,Texas,0,16659,0,0,null,Robertson County,TX
48397,Texas,1983.25,90861,180200040,51023346,353.17,Rockwall County,TX
48399,Texas,32.13,10551,338972,7344006,4.62,Runnels County,TX
48401,Texas,245.47,53070,13027099,28193001,46.21,Rusk County,TX
48403,Texas,91.66,10368,950355,7614984,12.48,Sabine County,TX
48405,Texas,0,8473,0,0,null,San Augustine County,TX
48407,Texas,269.28,27413,7381654,20957019,35.22,San Jacinto County,TX
48409,Texas,979.77,67357,65994386,54155380,121.86,San Patricio County,TX
48411,Texas,466.68,5901,2753870,7923713,34.75,San Saba County,TX
48413,Texas,0,3211,0,0,null,Schleicher County,TX
48415,Texas,783.74,17615,13805566,21402957,64.5,Scurry County,TX
48417,Texas,1883.38,3350,6309307,4547572,138.74,Shackelford County,TX
48419,Texas,45.14,25402,1146714,14671267,7.82,Shelby County,TX
48421,Texas,0,3072,0,0,null,Sherman County,TX
48423,Texas,554.03,222936,123513550,114674197,107.71,Smith County,TX
48425,Texas,0,8739,0,0,null,Somervell County,TX
48427,Texas,0,63795,0,0,null,Starr County,TX
48429,Texas,0,9440,0,0,null,Stephens County,TX
48431,Texas,234.12,1352,316527,8332911,3.8,Sterling County,TX
48433,Texas,0,1410,0,0,null,Stonewall County,TX
48435,Texas,422.68,3913,1653958,6742141,24.53,Sutton County,TX
48437,Texas,657.07,7533,4949687,5082729,97.38,Swisher County,TX
48439,Texas,458.36,1982498,908700000,816457000,111.3,Tarrant County,TX
48441,Texas,589.66,136051,80223868,73946229,108.49,Taylor County,TX
48443,Texas,0,837,0,0,null,Terrell County,TX
48445,Texas,0,12739,0,0,null,Terry County,TX
48447,Texas,0,1579,0,0,null,Throckmorton County,TX
48449,Texas,3567.52,32623,116383158,16096942,723.01,Titus County,TX
48451,Texas,649.46,118105,76704458,65748964,116.66,Tom Green County,TX
48453,Texas,2315.51,1176558,2724331272,990562635,275.03,Travis County,TX
48455,Texas,94.04,14402,1354343,8165075,16.59,Trinity County,TX
48457,Texas,217.9,21347,4651500,15093463,30.82,Tyler County,TX
48459,Texas,75.51,40603,3066033,19829678,15.46,Upshur County,TX
48461,Texas,0,3651,0,0,null,Upton County,TX
48463,Texas,799.86,27245,21792309,26811988,81.28,Uvalde County,TX
48465,Texas,957.96,48988,46928684,32876051,142.74,Val Verde County,TX
48467,Texas,90.65,53547,4854178,24907541,19.49,Van Zandt County,TX
48469,Texas,468.83,92382,43311737,61571762,70.34,Victoria County,TX
48471,Texas,792.2,70699,56007585,42660659,131.29,Walker County,TX
48473,Texas,1521.38,48656,74024447,45192715,163.8,Waller County,TX
48475,Texas,1880.52,11721,22041573,42900460,51.38,Ward County,TX
48477,Texas,340.46,34765,11835990,31989418,37,Washington County,TX
48479,Texas,531.79,269721,143436259,190557326,75.27,Webb County,TX
48481,Texas,225.87,41486,9370347,29224260,32.06,Wharton County,TX
48483,Texas,0,5657,0,0,null,Wheeler County,TX
48485,Texas,0,131705,0,0,null,Wichita County,TX
48487,Texas,0,13027,0,0,null,Wilbarger County,TX
48489,Texas,334.5,21903,7326486,34390736,21.3,Willacy County,TX
48491,Texas,2660.29,508514,1352794743,507231383,266.7,Williamson County,TX
48493,Texas,221.3,47520,10516161,25389235,41.42,Wilson County,TX
48495,Texas,142.17,8005,1138094,26370836,4.32,Winkler County,TX
48497,Texas,734.72,62953,46252717,52539586,88.03,Wise County,TX
48499,Texas,144.63,43356,6270688,25881799,24.23,Wood County,TX
48501,Texas,0,8546,0,0,null,Yoakum County,TX
48503,Texas,239,18270,4366521,12950656,33.72,Young County,TX
48505,Texas,2565.4,14374,36875036,24379388,151.25,Zapata County,TX
48507,Texas,0,12235,0,0,null,Zavala County,TX
49001,Utah,791.74,6354,5030707,18826778,26.72,Beaver County,UT
49003,Utah,264.2,52097,13764053,43419701,31.7,Box Elder County,UT
49005,Utah,283.01,120783,34182430,78059002,43.79,Cache County,UT
49007,Utah,2004.94,20479,41059096,28214160,145.53,Carbon County,UT
49009,Utah,2206.11,1109,2446573,4601543,53.17,Daggett County,UT
49011,Utah,380.44,336043,127843790,230230515,55.53,Davis County,UT
49013,Utah,1185.94,20862,24741179,46939792,52.71,Duchesne County,UT
49015,Utah,753.85,10370,7817475,35109186,22.27,Emery County,UT
49017,Utah,1543.07,5009,7729240,21331497,36.23,Garfield County,UT
49019,Utah,1733.83,9516,16499173,36368690,45.37,Grand County,UT
49021,Utah,418.66,48368,20249796,47718722,42.44,Iron County,UT
49023,Utah,872.93,10594,9247787,13004526,71.11,Juab County,UT
49025,Utah,2113.23,7131,15069463,22860873,65.92,Kane County,UT
49027,Utah,379.49,12645,4798616,24924454,19.25,Millard County,UT
49029,Utah,256.82,11065,2841693,15467153,18.37,Morgan County,UT
49031,Utah,0,1517,0,0,null,Piute County,UT
49033,Utah,0,2311,0,0,null,Rich County,UT
49035,Utah,865.36,1107314,958229946,1332987995,71.89,Salt Lake County,UT
49037,Utah,598.34,15772,9436999,24387244,38.7,San Juan County,UT
49039,Utah,539.89,28778,15536863,20532481,75.67,Sanpete County,UT
49041,Utah,506.85,20984,10635748,30531680,34.84,Sevier County,UT
49043,Utah,2158.21,39633,85536530,110988677,77.07,Summit County,UT
49045,Utah,641.02,62952,40353403,84477836,47.77,Tooele County,UT
49047,Utah,1352.05,37928,51280456,53870449,95.19,Uintah County,UT
49049,Utah,570.57,575205,328192274,332859563,98.6,Utah County,UT
49051,Utah,732.73,29161,21367092,46785138,45.67,Wasatch County,UT
49053,Utah,230.51,155602,35868151,112916116,31.77,Washington County,UT
49055,Utah,499.76,2692,1345346,9777940,13.76,Wayne County,UT
49057,Utah,417.9,243645,101820155,221424930,45.98,Weber County,UT
50001,Vermont,0,37035,0,0,null,Addison County,VT
50003,Vermont,0,36317,0,0,null,Bennington County,VT
50005,Vermont,0,30780,0,0,null,Caledonia County,VT
50007,Vermont,0,161382,0,0,null,Chittenden County,VT
50009,Vermont,0,6163,0,0,null,Essex County,VT
50011,Vermont,0,48799,0,0,null,Franklin County,VT
50013,Vermont,0,6861,0,0,null,Grand Isle County,VT
50015,Vermont,0,25235,0,0,null,Lamoille County,VT
50017,Vermont,0,28899,0,0,null,Orange County,VT
50019,Vermont,0,27100,0,0,null,Orleans County,VT
50021,Vermont,0,59736,0,0,null,Rutland County,VT
50023,Vermont,0,58612,0,0,null,Washington County,VT
50025,Vermont,0,43386,0,0,null,Windham County,VT
50027,Vermont,0,55737,0,0,null,Windsor County,VT
51001,Virginia,1337.87,32973,44113516,63234217,69.76,Accomack County,VA
51003,Virginia,2313.82,105703,244578119,330892768,73.91,Albemarle County,VA
51005,Virginia,2062.96,15677,32340964,39686609,81.49,Alleghany County,VA
51007,Virginia,487.71,12903,6292913,20865601,30.16,Amelia County,VA
51009,Virginia,1991.14,31914,63545336,52245833,121.63,Amherst County,VA
51011,Virginia,1657.64,15414,25550929,25376187,100.69,Appomattox County,VA
51013,Virginia,8297.04,229164,1901383410,1651720818,115.12,Arlington County,VA
51015,Virginia,1476.02,74314,109688579,129132904,84.94,Augusta County,VA
51017,Virginia,1315.48,4470,5880198,17568086,33.47,Bath County,VA
51019,Virginia,1829.4,77724,142188340,128671767,110.5,Bedford County,VA
51021,Virginia,2437.15,6561,15990115,10625800,150.48,Bland County,VA
51023,Virginia,1949.47,33347,65008848,67731093,95.98,Botetourt County,VA
51025,Virginia,1428.9,16698,23859822,28706584,83.12,Brunswick County,VA
51027,Virginia,1160.68,22776,26435670,45439228,58.18,Buchanan County,VA
51029,Virginia,2688.42,17032,45789094,27451903,166.8,Buckingham County,VA
51031,Virginia,1032.82,55086,56894024,84695909,67.17,Campbell County,VA
51033,Virginia,4162.44,29984,124806614,63925507,195.24,Caroline County,VA
51035,Virginia,1226.17,29724,36446661,50166206,72.65,Carroll County,VA
51036,Virginia,1194,7040,8405772,19191487,43.8,Charles City County,VA
51037,Virginia,2244.39,12201,27383745,21453667,127.64,Charlotte County,VA
51041,Virginia,3670.42,335687,1232112238,1178323408,104.56,Chesterfield County,VA
51043,Virginia,2008.09,14363,28842226,32750743,88.07,Clarke County,VA
51045,Virginia,811.24,5211,4227392,8482179,49.84,Craig County,VA
51047,Virginia,2143.62,49432,105963218,112467260,94.22,Culpeper County,VA
51049,Virginia,3207.37,9719,31172431,18624776,167.37,Cumberland County,VA
51051,Virginia,1586.67,15115,23982452,31259912,76.72,Dickenson County,VA
51053,Virginia,2761.56,27852,76914907,55565304,138.42,Dinwiddie County,VA
51057,Virginia,2242.67,11130,24960944,24808448,100.61,Essex County,VA
51059,Virginia,6315.04,1142234,7213251402,5484428195,131.52,Fairfax County,VA
51061,Virginia,2331.93,68782,160394876,227484494,70.51,Fauquier County,VA
51063,Virginia,2083.38,15651,32606989,23497310,138.77,Floyd County,VA
51065,Virginia,3965.77,26235,104041845,55783029,186.51,Fluvanna County,VA
51067,Virginia,1449.84,56264,81573962,99131734,82.29,Franklin County,VA
51069,Virginia,3342.95,83199,278129742,218801384,127.12,Frederick County,VA
51071,Virginia,2331.63,16708,38956852,30231743,128.86,Giles County,VA
51073,Virginia,1699.22,37143,63114117,75180182,83.95,Gloucester County,VA
51075,Virginia,6250.1,22253,139083488,81450137,170.76,Goochland County,VA
51077,Virginia,1482.56,16012,23738688,22964112,103.37,Grayson County,VA
51079,Virginia,3907.55,19162,74876474,41444394,180.67,Greene County,VA
51081,Virginia,5747.33,11885,68307071,32599764,209.53,Greensville County,VA
51083,Virginia,2012.24,35125,70679848,52801865,133.86,Halifax County,VA
51085,Virginia,2277.62,103227,235111860,320550128,73.35,Hanover County,VA
51087,Virginia,4876.38,325155,1585579456,1104980500,143.49,Henrico County,VA
51089,Virginia,2676.66,51881,138867858,61421041,226.09,Henry County,VA
51091,Virginia,753.66,2214,1668601,6735380,24.77,Highland County,VA
51093,Virginia,4520.14,36314,164144472,95583016,171.73,Isle of Wight County,VA
51095,Virginia,2348.12,73147,171757974,226939449,75.68,James City County,VA
51097,Virginia,0,7158,0,0,null,King and Queen County,VA
51099,Virginia,4329.49,25515,110466956,66439266,166.27,King George County,VA
51101,Virginia,2013.9,16269,32764207,35334495,92.73,King William County,VA
51103,Virginia,1225.25,10965,13434832,27700280,48.5,Lancaster County,VA
51105,Virginia,589.83,24742,14593695,27602922,52.87,Lee County,VA
51107,Virginia,7170.24,375629,2693348240,1961140778,137.34,Loudoun County,VA
51109,Virginia,2241.14,34602,77547990,89719720,86.43,Louisa County,VA
51111,Virginia,1001.14,12299,12313052,13717474,89.76,Lunenburg County,VA
51113,Virginia,2275.75,13134,29889757,28820585,103.71,Madison County,VA
51115,Virginia,498.6,8862,4418565,20293089,21.77,Mathews County,VA
51117,Virginia,4564.17,31081,141859058,99776241,142.18,Mecklenburg County,VA
51119,Virginia,2005.38,10606,21269083,25880736,82.18,Middlesex County,VA
51121,Virginia,2239.78,97653,218721352,138844931,157.53,Montgomery County,VA
51125,Virginia,1764.05,14785,26081419,34501897,75.59,Nelson County,VA
51127,Virginia,3522.06,20392,71821912,60423844,118.86,New Kent County,VA
51131,Virginia,4754.08,12155,57785802,36342454,159,Northampton County,VA
51133,Virginia,2947.74,12232,36056790,29681102,121.48,Northumberland County,VA
51135,Virginia,573.95,15673,8995492,16856142,53.37,Nottoway County,VA
51137,Virginia,2586.9,35385,91537424,71081839,128.78,Orange County,VA
51139,Virginia,3037.13,23726,72058973,40810201,176.57,Page County,VA
51141,Virginia,2501.45,18045,45138694,25452650,177.34,Patrick County,VA
51143,Virginia,1459.76,62194,90788194,82122765,110.55,Pittsylvania County,VA
51145,Virginia,4681.29,28031,131221240,63651076,206.16,Powhatan County,VA
51147,Virginia,1439.38,22952,33036633,30903641,106.9,Prince Edward County,VA
51149,Virginia,2251.19,37862,85234571,71194828,119.72,Prince George County,VA
51153,Virginia,3957.83,451721,1787836000,1473916000,121.3,Prince William County,VA
51155,Virginia,2321.27,34332,79693999,59474524,134,Pulaski County,VA
51157,Virginia,1290.2,7378,9519132,22087488,43.1,Rappahannock County,VA
51159,Virginia,2346.68,8908,20904187,17102572,122.23,Richmond County,VA
51161,Virginia,2841.4,94409,268253281,220150962,121.85,Roanoke County,VA
51163,Virginia,3389.43,22354,75767346,49911411,151.8,Rockbridge County,VA
51165,Virginia,2431.94,78593,191133696,165298804,115.63,Rockingham County,VA
51167,Virginia,981.49,27891,27374644,34086764,80.31,Russell County,VA
51169,Virginia,671.2,22126,14850938,27097543,54.81,Scott County,VA
51171,Virginia,1726.85,43190,74582752,78949712,94.47,Shenandoah County,VA
51173,Virginia,2034.41,31470,64022864,39049642,163.95,Smyth County,VA
51175,Virginia,3902.27,18109,70666280,40503397,174.47,Southampton County,VA
51177,Virginia,4810.1,130475,627597475,376613501,166.64,Spotsylvania County,VA
51179,Virginia,5538.47,142003,786479421,397799705,197.71,Stafford County,VA
51181,Virginia,3860.29,6709,25898667,29086610,89.04,Surry County,VA
51183,Virginia,1471.43,11715,17237809,25799898,66.81,Sussex County,VA
51185,Virginia,1074.26,42899,46084498,52569535,87.66,Tazewell County,VA
51187,Virginia,4195.94,39083,163989828,81591847,200.99,Warren County,VA
